2.951,3.115,-0.164
1.209,1.255,-0.046
1.792,1.817,-0.025
2.422,2.499,-0.077
2.365,2.415,-0.05
1.062,1.059,0.003
0.915,0.882,0.033
0.769,0.722,0.047
1.499,1.642,-0.143
1.765,2.001,-0.236
0.989,1.085,-0.096
1.402,1.230,0.172
