2.649,2.462,0.187
1.212,1.041,0.171
1.694,1.472,0.222
2.191,1.960,0.231
2.166,1.925,0.241
1.108,0.890,0.218
1.004,0.762,0.242
0.897,0.645,0.252
1.259,1.202,0.057
1.245,1.187,0.058
1.049,0.889,0.16
1.214,0.966,0.248
