3.155,2.911,0.244
1.329,1.113,0.216
1.938,1.640,0.298
2.572,2.242,0.33
2.536,2.190,0.346
1.168,0.886,0.282
1.008,0.701,0.307
0.845,0.535,0.31
1.642,1.410,0.232
1.926,1.804,0.122
1.099,0.904,0.195
1.447,1.034,0.413
