2.990,2.765,0.225
1.283,1.084,0.199
1.851,1.580,0.271
2.442,2.149,0.293
2.410,2.102,0.308
1.146,0.888,0.258
1.007,0.724,0.283
0.867,0.577,0.29
1.592,1.379,0.213
1.854,1.742,0.112
1.091,0.908,0.183
1.330,1.004,0.326
