2.864,2.878,-0.014
1.199,1.155,0.044
1.753,1.670,0.083
2.346,2.279,0.067
2.301,2.218,0.083
1.062,0.967,0.095
0.926,0.804,0.122
0.789,0.657,0.132
1.478,1.482,-0.004
1.729,1.830,-0.101
0.996,0.989,0.007
1.322,1.110,0.212
