2.960,3.123,-0.163
1.204,1.251,-0.047
1.792,1.818,-0.026
2.424,2.496,-0.072
2.369,2.417,-0.048
1.058,1.057,0.001
0.915,0.885,0.03
0.771,0.727,0.044
1.489,1.634,-0.145
1.757,1.994,-0.237
0.975,1.073,-0.098
1.397,1.225,0.172
