1.949,2.606,-0.657
0.795,1.175,-0.38
1.200,1.672,-0.472
1.666,2.314,-0.648
1.590,2.206,-0.616
0.719,1.096,-0.377
0.644,0.991,-0.347
0.569,0.886,-0.317
0.713,0.867,-0.154
0.725,0.883,-0.158
0.565,1.007,-0.442
1.073,1.311,-0.238
