2.865,2.645,0.22
1.328,1.121,0.207
1.839,1.578,0.261
2.373,2.095,0.278
2.344,2.059,0.285
1.219,0.960,0.259
1.111,0.827,0.284
0.998,0.708,0.29
1.550,1.344,0.206
1.631,1.551,0.08
1.098,0.911,0.187
1.306,0.994,0.312
