2.928,3.017,-0.089
1.266,1.259,0.007
1.820,1.788,0.032
2.415,2.411,0.004
2.368,2.352,0.016
1.132,1.078,0.054
0.999,0.920,0.079
0.863,0.776,0.087
1.484,1.552,-0.068
1.740,1.905,-0.165
0.988,1.029,-0.041
1.436,1.182,0.254
