3.284,3.039,0.245
1.368,1.155,0.213
2.011,1.707,0.304
2.672,2.328,0.344
2.635,2.276,0.359
1.190,0.908,0.282
1.014,0.708,0.306
0.835,0.528,0.307
1.696,1.461,0.235
1.997,1.874,0.123
1.123,0.931,0.192
1.513,1.074,0.439
