3.499,3.293,0.206
1.436,1.236,0.2
2.125,1.826,0.299
2.836,2.489,0.347
2.794,2.430,0.364
1.235,0.956,0.279
1.038,0.734,0.304
0.838,0.536,0.302
1.831,1.608,0.223
2.165,2.090,0.075
1.202,1.035,0.167
1.653,1.150,0.503
